ItemId,Name,tempIdDuplicate,Slot,Rating,Color,DynamicSlot,Description,Disabled,Image,Type,SetId
61,Eternal Commander MK-1 Force-Master's Gloves,61,hands,228,green,armoring,<span class='description-setbonus-2'>(2) Turbulence and Force Serenity or Thundering Blast and Force Leech increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Reduces cost of Lightning Bolt and Force Lightning or Telekinetic Burst and Telekinetic Throw by 2 and reduces the cooldown of Polarity Shift or Mental Alacrity by 15 seconds.</span><span class='description-setbonus-6'>(6) Increases Recklessness or Force Potency charges by 1.</span>,0,hands_stalker.png,armor,
62,Eternal Commander MK-1 Force-Master's Headgear,62,head,228,green,armoring,<span class='description-setbonus-2'>(2) Turbulence and Force Serenity or Thundering Blast and Force Leech increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Reduces cost of Lightning Bolt and Force Lightning or Telekinetic Burst and Telekinetic Throw by 2 and reduces the cooldown of Polarity Shift or Mental Alacrity by 15 seconds.</span><span class='description-setbonus-6'>(6) Increases Recklessness or Force Potency charges by 1.</span>,0,head_stalker.png,armor,
63,Eternal Commander MK-1 Force-Master's Lightsaber,63,mainhand,228,green,hilt,,0,saber_warleader.png,saber,
64,Eternal Commander MK-1 Force-Master's Lower Robe,64,legs,228,green,armoring,<span class='description-setbonus-2'>(2) Turbulence and Force Serenity or Thundering Blast and Force Leech increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Reduces cost of Lightning Bolt and Force Lightning or Telekinetic Burst and Telekinetic Throw by 2 and reduces the cooldown of Polarity Shift or Mental Alacrity by 15 seconds.</span><span class='description-setbonus-6'>(6) Increases Recklessness or Force Potency charges by 1.</span>,0,legs_stalker.png,armor,
65,Eternal Commander MK-1 Force-Master's Robe,65,chest,228,green,armoring,<span class='description-setbonus-2'>(2) Turbulence and Force Serenity or Thundering Blast and Force Leech increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Reduces cost of Lightning Bolt and Force Lightning or Telekinetic Burst and Telekinetic Throw by 2 and reduces the cooldown of Polarity Shift or Mental Alacrity by 15 seconds.</span><span class='description-setbonus-6'>(6) Increases Recklessness or Force Potency charges by 1.</span>,0,chest_stalker.png,armor,
66,Eternal Commander MK-1 Force-Mystic's Belt,66,waist,228,green,armoring,<span class='description-setbonus-2'>(2) Activating a healing ability has a 15% chance to grant Force-Mystic's Critical Bonus which causes your next Dark Infusion or Deliverance to be a critical. This effect can only occur once every 30 seconds.</span><span class='description-setbonus-4'>(4) Consuming Darkness or Vindicate restore an additional 5 Force.</span><span class='description-setbonus-6'>(6) Reduces cooldown of Innervate or Healing Trance by 1.5 seconds.</span>,0,waist_stalker.png,armor,
67,Eternal Commander MK-1 Force-Mystic's Boots,67,feet,228,green,armoring,<span class='description-setbonus-2'>(2) Activating a healing ability has a 15% chance to grant Force-Mystic's Critical Bonus which causes your next Dark Infusion or Deliverance to be a critical. This effect can only occur once every 30 seconds.</span><span class='description-setbonus-4'>(4) Consuming Darkness or Vindicate restore an additional 5 Force.</span><span class='description-setbonus-6'>(6) Reduces cooldown of Innervate or Healing Trance by 1.5 seconds.</span>,0,feet_stalker.png,armor,
68,Eternal Commander MK-1 Force-Mystic's Cuffs,68,wrists,228,green,armoring,<span class='description-setbonus-2'>(2) Activating a healing ability has a 15% chance to grant Force-Mystic's Critical Bonus which causes your next Dark Infusion or Deliverance to be a critical. This effect can only occur once every 30 seconds.</span><span class='description-setbonus-4'>(4) Consuming Darkness or Vindicate restore an additional 5 Force.</span><span class='description-setbonus-6'>(6) Reduces cooldown of Innervate or Healing Trance by 1.5 seconds.</span>,0,wrists_stalker.png,armor,
69,Eternal Commander MK-1 Force-Mystic's Gloves,69,hands,228,green,armoring,<span class='description-setbonus-2'>(2) Activating a healing ability has a 15% chance to grant Force-Mystic's Critical Bonus which causes your next Dark Infusion or Deliverance to be a critical. This effect can only occur once every 30 seconds.</span><span class='description-setbonus-4'>(4) Consuming Darkness or Vindicate restore an additional 5 Force.</span><span class='description-setbonus-6'>(6) Reduces cooldown of Innervate or Healing Trance by 1.5 seconds.</span>,0,hands_stalker.png,armor,
70,Eternal Commander MK-1 Force-Mystic's Headgear,70,head,228,green,armoring,<span class='description-setbonus-2'>(2) Activating a healing ability has a 15% chance to grant Force-Mystic's Critical Bonus which causes your next Dark Infusion or Deliverance to be a critical. This effect can only occur once every 30 seconds.</span><span class='description-setbonus-4'>(4) Consuming Darkness or Vindicate restore an additional 5 Force.</span><span class='description-setbonus-6'>(6) Reduces cooldown of Innervate or Healing Trance by 1.5 seconds.</span>,0,head_stalker.png,armor,
71,Eternal Commander MK-1 Force-Mystic's Lower Robe,71,legs,228,green,armoring,<span class='description-setbonus-2'>(2) Activating a healing ability has a 15% chance to grant Force-Mystic's Critical Bonus which causes your next Dark Infusion or Deliverance to be a critical. This effect can only occur once every 30 seconds.</span><span class='description-setbonus-4'>(4) Consuming Darkness or Vindicate restore an additional 5 Force.</span><span class='description-setbonus-6'>(6) Reduces cooldown of Innervate or Healing Trance by 1.5 seconds.</span>,0,legs_stalker.png,armor,
72,Eternal Commander MK-1 Force-Mystic's Robe,72,chest,228,green,armoring,<span class='description-setbonus-2'>(2) Activating a healing ability has a 15% chance to grant Force-Mystic's Critical Bonus which causes your next Dark Infusion or Deliverance to be a critical. This effect can only occur once every 30 seconds.</span><span class='description-setbonus-4'>(4) Consuming Darkness or Vindicate restore an additional 5 Force.</span><span class='description-setbonus-6'>(6) Reduces cooldown of Innervate or Healing Trance by 1.5 seconds.</span>,0,chest_stalker.png,armor,
73,Eternal Commander MK-1 Initiative Device,73,ear,228,green,,,0,ear_initiative.png,earpiece,
74,Eternal Commander MK-1 Initiative Package,74,implant,228,green,,,0,implant_initiative.png,implant,
75,Eternal Commander MK-1 Quick Savant Device,75,ear,228,green,,,0,ear_quicksavant.png,earpiece,
76,Eternal Commander MK-1 Quick Savant Package,76,implant,228,green,,,0,implant_quicksavant.png,implant,
77,Eternal Commander MK-1 Relic of Boundless Ages,77,relic,228,green,,<span class='description-proctype'>Use: </span><span class='description-effect'>Increases Power by 693 for 30 seconds.</span>,0,relic_boundless.png,relic,
78,Eternal Commander MK-1 Relic of Devastating Vengeance,78,relic,228,green,,<span class='description-proctype'>Equip: </span><span class='description-effect'>Healing an ally or performing a damaging attack on an enemy both have a 30% chance to grant [x] Critical Rating for 6 seconds. This effect can only occur once every 20 seconds.</span>,0,relic_devastating.png,relic,
79,Eternal Commander MK-1 Relic of Ephemeral Mending,79,relic,228,green,,<span class='description-proctype'>Equip: </span><span class='description-effect'>Healing an ally has a 50% chance to restore an additional [x] health over 3 seconds. This effect can only occur once every 20 seconds.</span>,0,relic_ephemeral.png,relic,
80,Eternal Commander MK-1 Relic of Focused Retribution,80,relic,228,green,,<span class='description-proctype'>Equip: </span><span class='description-effect'>Healing an ally or performing a damaging attack on an enemy both have a 30% chance to grant [x] of your Mastery Stat for 6 seconds. This effect can only occur once every 20 seconds.</span>,0,relic_devastating.png,relic,
81,Eternal Commander MK-1 Relic of Imperiling Serenity,81,relic,228,green,,<span class='description-proctype'>Use: </span><span class='description-effect'>Increases Defense Rating by [x] for 20 seconds.</span>,0,relic_imperiling.png,relic,
82,Eternal Commander MK-1 Relic of Reactive Warding,82,relic,228,green,,<span class='description-proctype'>Equip: </span><span class='description-effect'>Incoming attacks have a 30% chance to grant an Absorb Shield that protects the user from [x] damage for 6 seconds. This effect can only occur once every 40 seconds.</span>,0,relic_reactive.png,relic,
83,Eternal Commander MK-1 Relic of Serendipitous Assault,83,relic,228,green,,<span class='description-proctype'>Equip: </span><span class='description-effect'>Healing an ally or performing a damaging attack on an enemy both have a 30% chance to grant [x] Power for 6 seconds. This effect can only occur once every 20 seconds.</span>,0,relic_devastating.png,relic,
84,Eternal Commander MK-1 Relic of Shield Amplification,84,relic,228,green,,<span class='description-proctype'>Equip: </span><span class='description-effect'>Shielding an incoming attack grants [x] Absorb Rating for 6 seconds. This effect can only occur once every 20 seconds.</span>,0,relic_reactive.png,relic,
85,Eternal Commander MK-1 Relic of the Fortunate Redoubt,85,relic,228,green,,<span class='description-proctype'>Equip: </span><span class='description-effect'>Incoming attacks have a 30% chance to grant [x] Defense Rating for 6 seconds. This effect can only occur once every 20 seconds.</span>,0,relic_reactive.png,relic,
86,Eternal Commander MK-1 Relic of the Primeval Fatesealer,86,relic,228,green,,<span class='description-proctype'>Use: </span><span class='description-effect'>Increases Alacrity Rating by [x] for 30 seconds.</span>,0,relic_primeval.png,relic,
87,Eternal Commander MK-1 Relic of the Shrouded Crusader,87,relic,228,green,,<span class='description-proctype'>Use: </span><span class='description-effect'>Increases Shield Rating and Absorption Rating by [x] for 20 seconds.</span>,0,relic_imperiling.png,relic,
88,Eternal Commander MK-1 Stalker's Belt,88,waist,228,green,armoring,<span class='description-setbonus-2'>(2) Ball Lightning and Leeching Strike or Psychokinetic Blast and Serenity Strike increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Reduces the cooldown of Recklessness or Force Potency by 15 seconds.</span><span class='description-setbonus-6'>(6) After activating Voltaic Slash and Thrash or Clairvoyant Strike and Double Strike your next Assassinate and Maul or Spinning Strike and Shadow Strike will critically hit. This effect can only occur once every minute.</span>,0,waist_stalker.png,armor,
89,Eternal Commander MK-1 Stalker's Boots,89,feet,228,green,armoring,<span class='description-setbonus-2'>(2) Ball Lightning and Leeching Strike or Psychokinetic Blast and Serenity Strike increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Reduces the cooldown of Recklessness or Force Potency by 15 seconds.</span><span class='description-setbonus-6'>(6) After activating Voltaic Slash and Thrash or Clairvoyant Strike and Double Strike your next Assassinate and Maul or Spinning Strike and Shadow Strike will critically hit. This effect can only occur once every minute.</span>,0,feet_stalker.png,armor,
90,Eternal Commander MK-1 Stalker's Cuffs,90,wrists,228,green,armoring,<span class='description-setbonus-2'>(2) Ball Lightning and Leeching Strike or Psychokinetic Blast and Serenity Strike increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Reduces the cooldown of Recklessness or Force Potency by 15 seconds.</span><span class='description-setbonus-6'>(6) After activating Voltaic Slash and Thrash or Clairvoyant Strike and Double Strike your next Assassinate and Maul or Spinning Strike and Shadow Strike will critically hit. This effect can only occur once every minute.</span>,0,wrists_stalker.png,armor,
91,Eternal Commander MK-1 Stalker's Gloves,91,hands,228,green,armoring,<span class='description-setbonus-2'>(2) Ball Lightning and Leeching Strike or Psychokinetic Blast and Serenity Strike increase damage dealt by 2% for 15 seconds. Cannot occur more than once every 30 seconds.</span><span class='description-setbonus-4'>(4) Reduces the cooldown of Recklessness or Force Potency by 15 seconds.</span><span class='description-setbonus-6'>(6) After activating Voltaic Slash and Thrash or Clairvoyant Strike and Double Strike your next Assassinate and Maul or Spinning Strike and Shadow Strike will critically hit. This effect can only occur once every minute.</span>,0,hands_stalker.png,armor,
